id	source	abbreviation	unit	concept_id_omop_grouped	concept_name
19960	LABfi_HUS	p-plasma12	NA	NA	NA
19963	LABfi_HUS	seerumi21	NA	NA	NA
19964	LABfi_HUS	p-plasmnkl	NA	NA	NA
19965	LABfi_HUS	s-seer38	NA	NA	NA
19966	LABfi_HUS	s-seer39	NA	NA	NA
19967	LABfi_HUS	s-seernkl	NA	NA	NA
19968	LABfi_HUS	f-pak,calp	NA	NA	NA
19969	LABfi_HUS	virtsa2	NA	NA	NA
1997	LABfi	gj-k	mmol/l	NA	NA
19974	LABfi_HUS	s-seer41	NA	NA	NA
19975	LABfi_HUS	p-hepar	NA	NA	NA
19976	LABfi_TMP	e-rdw	%	3002385	Erythrocyte distribution width [Ratio]
19977	LABfi_HUS	projdnahrt	NA	NA	NA
19977	LABfi_TMP	e-rethe	pg	3029080	Hemoglobin [Entitic mass] in Reticulocytes
19978	LABfi_HUS	up-veri46	NA	NA	NA
19978	LABfi_TMP	b-erybla	10E9/l	3021589	Normoblasts [#/volume] in Blood
19979	LABfi_HUS	seerumi10	NA	NA	NA
19979	LABfi_TMP	u-smpa	umol/l	NA	NA
1998	LABfi	li-k	mmol/l	NA	NA
19980	LABfi_HUS	seerumi9	NA	NA	NA
19981	LABfi_HUS	plasma8	NA	NA	NA
19983	LABfi_HUS	plasma6	NA	NA	NA
19984	LABfi_HUS	plasma5	NA	NA	NA
19985	LABfi_HUS	seerumi8	NA	NA	NA
19986	LABfi_HUS	seerumi7	NA	NA	NA
19989	LABfi_HUS	plasma3	NA	NA	NA
1999	LABfi	p-k	mmol/l	3023103	Potassium [Moles/volume] in Serum or Plasma
19990	LABfi_HUS	up-hepnäyt	NA	NA	NA
19990	LABfi_TMP	p-k-veka	mmol/l	NA	NA
19993	LABfi_HUS	f-projekti	NA	NA	NA
19994	LABfi_HUS	seerumi2	NA	NA	NA
19995	LABfi_HUS	us-seer	NA	NA	NA
19996	LABfi_HUS	pt-mmtt	NA	NA	NA
2	LABfi_TMP	s-k/na	NA	NA	NA
20	LABfi_TMP	f-antitry	NA	NA	NA
200	LABfi_TKU	tuoksusima	NA	NA	NA
200	LABfi_TMP	p-k/na	NA	NA	NA
2000	LABfi	pd-k	mmol/l	NA	NA
20002	LABfi_HUS	b-wt1-qr	NA	NA	NA
20003	LABfi_HUS	bm-wt1-qr	NA	NA	NA
20004	LABfi_HUS	pd-pakkas	NA	NA	NA
20005	LABfi_HUS	pt-kuriiri	NA	NA	NA
20006	LABfi_HUS	b-pp-zn/v	NA	NA	NA
20006	LABfi_TMP	b-pp-zn/v	Lausunto	NA	NA
2001	LABfi	s-k	mmol/l	3023103	Potassium [Moles/volume] in Serum or Plasma
20010	LABfi_HUS	p-peiinf	NA	NA	NA
20010	LABfi_TKU	pipa-t1:5	NA	NA	NA
20011	LABfi_HUS	-sv40tag	NA	NA	NA
20011	LABfi_TKU	pipa-t1:10	NA	NA	NA
20012	LABfi_HUS	b-hnpp-d	NA	NA	NA
20012	LABfi_TKU	pipa-tj5	NA	NA	NA
20013	LABfi_HUS	pt-lisäput	NA	NA	NA
20013	LABfi_TKU	pipa-tj10	NA	NA	NA
20014	LABfi_TKU	pipa1:5	NA	NA	NA
20015	LABfi_TKU	pipa1:10	NA	NA	NA
20016	LABfi_HUS	b-cx26-d	NA	NA	NA
20017	LABfi_HUS	-krea	NA	NA	NA
20018	LABfi_HUS	bm-muov	NA	NA	NA
20018	LABfi_TKU	scl-70-ib	NA	NA	NA
20019	LABfi_HUS	u-meoh	NA	NA	NA
2002	LABfi	sa-k	mmol/l	NA	NA
20020	LABfi_HUS	-eryt	NA	NA	NA
20021	LABfi_HUS	p-krtiin	NA	NA	NA
20021	LABfi_TKU	rnp-id	NA	NA	NA
20022	LABfi_HUS	u-nag	NA	NA	NA
20022	LABfi_TKU	sm-id	NA	NA	NA
20023	LABfi_TMP	sa-korsol	nmol/l	3039429	Cortisol [Moles/volume] in Saliva (oral fluid)
20024	LABfi_TKU	ss-b-id	NA	NA	NA
20025	LABfi_TKU	scl-70-id	NA	NA	NA
20026	LABfi_HUS	ts-cx26l-d	NA	NA	NA
20026	LABfi_TKU	jo-1-id	NA	NA	NA
20029	LABfi_HUS	s-trpa-ab	NA	NA	NA
2003	LABfi	sw-k	mmol/l	NA	NA
20030	LABfi_HUS	b-cyasp2h	NA	NA	NA
20031	LABfi_HUS	p-adhsens	NA	NA	NA
20032	LABfi_HUS	pf-ph	NA	NA	NA
20032	LABfi_TKU	s-ihoab	NA	NA	NA
20032	LABfi_TMP	s-ihoab	titteri	NA	NA
20034	LABfi_HUS	u-bakt	NA	36304419	Bacteria [Presence] in Urine
20035	LABfi_HUS	b-polg-d	NA	NA	NA
20035	LABfi_TKU	ss-a-ib	NA	NA	NA
20036	LABfi_HUS	ts-polg-d	NA	NA	NA
20036	LABfi_TKU	ss-b-ib	NA	NA	NA
20037	LABfi_HUS	b-polgl-d	NA	NA	NA
20038	LABfi_HUS	ts-polgl-d	NA	NA	NA
20039	LABfi_HUS	b-zap-70	NA	NA	NA
2004	LABfi	u-k	mmol/l	3016038	Potassium [Moles/volume] in Urine
20040	LABfi_TMP	u-k	mmol/l	3016038	Potassium [Moles/volume] in Urine
20041	LABfi_HUS	s-hersiee	NA	NA	NA
20042	LABfi_HUS	s-unisiee	NA	NA	NA
20043	LABfi_HUS	s-wx3ryh	NA	NA	NA
20044	LABfi_HUS	cb-hb	NA	NA	NA
20046	LABfi_HUS	s-caspähe	NA	NA	NA
20047	LABfi_HUS	s-hillere	NA	NA	NA
20048	LABfi_HUS	s-viirype	NA	NA	NA
20048	LABfi_TKU	p-fakbakt	NA	NA	NA
20049	LABfi_HUS	s-maupipe	NA	NA	NA
2005	LABfi	pt-k-vaih	Lomake	NA	NA
20050	LABfi_HUS	s-tx7ryh	NA	NA	NA
20050	LABfi_TKU	p-c3d	NA	NA	NA
20050	LABfi_TMP	p-c3d	U/ml	NA	NA
20051	LABfi_HUS	s-tx10ryh	NA	NA	NA
20051	LABfi_TKU	p-c4d	NA	NA	NA
20051	LABfi_TMP	p-c4d	ug/ml	NA	NA
20053	LABfi_HUS	b-tpmt-d	NA	NA	NA
20056	LABfi_TKU	bordnho	NA	NA	NA
20057	LABfi_HUS	s-pekpähe	NA	NA	NA
20058	LABfi_HUS	s-pinsiee	NA	NA	NA
20059	LABfi_HUS	s-tuoksue	NA	NA	NA
2006	LABfi	du-ct	pmol	NA	NA
20060	LABfi_HUS	s-pistaae	NA	NA	NA
20061	LABfi_HUS	s-fx22ryh	NA	NA	NA
20062	LABfi_HUS	s-kampele	NA	NA	NA
20063	LABfi_HUS	s-fx74ryh	NA	NA	NA
20064	LABfi_HUS	s-arabike	NA	NA	NA
20065	LABfi_HUS	s-kuminae	NA	NA	NA
20066	LABfi_HUS	s-k/l-suh	NA	NA	NA
20067	LABfi_HUS	ts-käsma	NA	NA	NA
20069	LABfi_HUS	s-urtikar	NA	NA	NA
2007	LABfi	fp-ct	pmol/l	NA	NA
20070	LABfi_HUS	s-kahvie	NA	NA	NA
20071	LABfi_HUS	pt-expkond	NA	NA	NA
20074	LABfi_HUS	s-afosina	NA	NA	NA
20075	LABfi_HUS	s-gx2ryh	NA	NA	NA
20077	LABfi_HUS	s-kallihe	NA	NA	NA
20078	LABfi_HUS	s-parsae	NA	NA	NA
20079	LABfi_HUS	s-kukaale	NA	NA	NA
2008	LABfi	fs-ct	pmol/l	3018840	Calcitonin [Moles/volume] in Serum or Plasma
20080	LABfi_HUS	s-cop-ind	NA	NA	NA
20081	LABfi_HUS	pt-makuais	NA	NA	NA
20082	LABfi_HUS	s-rt213e	NA	NA	NA
20083	LABfi_HUS	s-kanuloe	NA	NA	NA
20084	LABfi_HUS	b-etosux	NA	NA	NA
20085	LABfi_HUS	b-freibur	NA	NA	NA
20086	LABfi_HUS	s-hummere	NA	NA	NA
20087	LABfi_HUS	s-rapue	NA	NA	NA
20088	LABfi_HUS	s-musteke	NA	NA	NA
20089	LABfi_HUS	s-fx10ryh	NA	NA	NA
2009	LABfi	s-ctab	Lomake	NA	NA
2009	LABfi_TMP	s-ct-ab	titteri	NA	NA
20090	LABfi_HUS	s-fx8ryh	NA	NA	NA
20091	LABfi_HUS	proj.aloit	NA	NA	NA
20093	LABfi_HUS	b-adennho	NA	NA	NA
20094	LABfi_HUS	d-toxoab	NA	NA	NA
20095	LABfi_HUS	d-toxoabm	NA	NA	NA
20096	LABfi_HUS	d-toxoavi	NA	NA	NA
20097	LABfi_HUS	d-ebvab	NA	NA	NA
20098	LABfi_HUS	d-ebvabg	NA	NA	NA
20099	LABfi_HUS	d-ebvabm	NA	NA	NA
201	LABfi_TKU	eng.raihei	NA	NA	NA
201	LABfi_TMP	p-moni-p	NA	NA	NA
2010	LABfi	pt-trca	%	NA	NA
20100	LABfi_HUS	d-ebvavi	NA	NA	NA
20100	LABfi_TKU	stim-max	NA	NA	NA
20101	LABfi_HUS	s-kaalie	NA	NA	NA
20101	LABfi_TKU	stim-index	NA	NA	NA
20102	LABfi_HUS	s-eukpuue	NA	NA	NA
20102	LABfi_TKU	stim-taust	NA	NA	NA
20103	LABfi_HUS	s-fx18ryh	NA	NA	NA
20103	LABfi_TKU	fagkyky	NA	NA	NA
20104	LABfi_HUS	s-tetanue	NA	NA	NA
20104	LABfi_TKU	killing30	NA	NA	NA
20105	LABfi_HUS	am-unäkö	NA	NA	NA
20105	LABfi_TKU	killing60	NA	NA	NA
20106	LABfi_HUS	p-varasit	NA	NA	NA
20107	LABfi_HUS	s-persile	NA	NA	NA
20107	LABfi_TKU	migr-c5a	NA	NA	NA
20108	LABfi_HUS	s-syprese	NA	NA	NA
20108	LABfi_TKU	migr-fmlp	NA	NA	NA
20109	LABfi_HUS	s-hevsaie	NA	NA	NA
20109	LABfi_TKU	oksidmet	NA	NA	NA
2011	LABfi	du-ca	mmol	3010838	Calcium [Moles/time] in 24 hour Urine
20110	LABfi_HUS	s-apob/a1	NA	NA	NA
20110	LABfi_TMP	du-ca	mmol	3010838	Calcium [Moles/time] in 24 hour Urine
20111	LABfi_HUS	p-apob/a1	NA	NA	NA
20111	LABfi_TKU	cd4	NA	21494815	CD4 cells/100 lymphocytes in Specimen
20112	LABfi_HUS	s-apot	NA	NA	NA
20112	LABfi_TKU	cd8	NA	NA	NA
20113	LABfi_HUS	s-k/l-s-v	NA	3007778	Kappa light chains/Lambda light chains [Mass Ratio] in Serum
20113	LABfi_TKU	cd19	NA	NA	NA
20114	LABfi_HUS	s-vuohepe	NA	NA	NA
20114	LABfi_TKU	cd16/56	NA	NA	NA
20115	LABfi_HUS	b-flt3-d	NA	NA	NA
20116	LABfi_HUS	bm-flt3-d	NA	NA	NA
20117	LABfi_HUS	pt-glukvgd	NA	NA	NA
20118	LABfi_HUS	b-cld-d	NA	NA	NA
20119	LABfi_HUS	ts-cld-d	NA	NA	NA
2012	LABfi	f-ca	mmol/kg	NA	NA
20120	LABfi_HUS	s-kyyhöye	NA	NA	NA
20121	LABfi_HUS	s-kyyuloe	NA	NA	NA
20122	LABfi_HUS	s-poroe	NA	NA	NA
20123	LABfi_HUS	s-hunajae	NA	NA	NA
20124	LABfi_HUS	öö-pnp	NA	NA	NA
20125	LABfi_HUS	pt-nottop	NA	NA	NA
20126	LABfi_HUS	ts-kitmut1	NA	NA	NA
20127	LABfi_HUS	ts-kitmut2	NA	NA	NA
20127	LABfi_TKU	rnp-70k-ib	NA	NA	NA
20128	LABfi_TKU	rnp-a-ib	NA	NA	NA
20129	LABfi_HUS	s-ruumare	NA	NA	NA
20129	LABfi_TKU	rnp-c-ib	NA	NA	NA
2013	LABfi	s-ca	mmol/l	3015377	Calcium [Moles/volume] in Serum or Plasma
2013	LABfi_TMP	fp-ca	mmol/l	NA	NA
2013	LABfi_TMP	fs-ca	mmol/l	NA	NA
20130	LABfi_HUS	s-qfevcf	NA	NA	NA
20130	LABfi_TKU	sm-b-ib	NA	NA	NA
20131	LABfi_HUS	s-kanseee	NA	NA	NA
20131	LABfi_TKU	sm-d-ib	NA	NA	NA
20132	LABfi_HUS	s-kanvire	NA	NA	NA
20132	LABfi_TKU	ss-a-52-ib	NA	NA	NA
20133	LABfi_HUS	s-vilsile	NA	NA	NA
20133	LABfi_TKU	ss-a-60-ib	NA	NA	NA
20134	LABfi_HUS	e-luov-vr	NA	NA	NA
20134	LABfi_TKU	cenp-b-ib	NA	NA	NA
20135	LABfi_HUS	ts-dm2cish	NA	NA	NA
20135	LABfi_TKU	ribos-p-ib	NA	NA	NA
20136	LABfi_HUS	pt-glukvid	NA	NA	NA
20136	LABfi_TKU	histoni-ib	NA	NA	NA
20137	LABfi_HUS	lisäpyyntö	NA	NA	NA
20137	LABfi_TKU	jo-1-ib	NA	NA	NA
20138	LABfi_HUS	vb-het-oks	NA	NA	NA
2014	LABfi	li-ca	mmol/l	NA	NA
20140	LABfi_TKU	li-toxoavi	NA	NA	NA
20142	LABfi_TKU	listab	NA	NA	NA
20143	LABfi_TKU	listhab	NA	NA	NA
20144	LABfi_TKU	listoab	NA	NA	NA
20145	LABfi_HUS	s-aurkuke	NA	NA	NA
20145	LABfi_TKU	waro	NA	NA	NA
20146	LABfi_HUS	b-abl-mr	NA	NA	NA
20146	LABfi_TKU	hyl	NA	NA	NA
20147	LABfi_HUS	bm-abl-mr	NA	NA	NA
20148	LABfi_HUS	s-keliseu	NA	3019050	NA
20149	LABfi_HUS	s-kelisu	NA	NA	NA
2015	LABfi	sa-ca	mmol/l	NA	NA
20150	LABfi_TKU	fs-waro	NA	NA	NA
20151	LABfi_TKU	s-enaab2	NA	NA	NA
20152	LABfi_TKU	s-enaab1	NA	NA	NA
20153	LABfi_TKU	s-rnp70-ab	NA	40766048	U1 small nuclear ribonucleoprotein 70kD Ab [Units/volume] in Serum by Immunoassay
20154	LABfi_HUS	s-maneile	NA	NA	NA
20154	LABfi_TKU	s-cenp-ab	NA	3038026	Centromere Ab [Units/volume] in Serum
20155	LABfi_HUS	s-keimaie	NA	NA	NA
20155	LABfi_TKU	s-ana-ib	NA	NA	NA
20158	LABfi_HUS	p-fviiikr	NA	NA	NA
20158	LABfi_TMP	p-fviiire	Lausunto	NA	NA
20159	LABfi_HUS	s-minttue	NA	NA	NA
2016	LABfi	u-ca	mmol/l	3018133	Calcium [Moles/volume] in Urine
20160	LABfi_HUS	s-sursääe	NA	NA	NA
20160	LABfi_TMP	u-ca	mmol/l	3018133	Calcium [Moles/volume] in Urine
20161	LABfi_HUS	s-hevkäre	NA	NA	NA
20162	LABfi_HUS	-leuk	NA	NA	NA
20165	LABfi_HUS	s-berbeee	NA	NA	NA
20166	LABfi_HUS	s-koipere	NA	NA	NA
20167	LABfi_HUS	bm-näyte-e	NA	NA	NA
2017	LABfi_TMP	pt-ca-r1	NA	NA	NA
20170	LABfi_HUS	s-lupsiee	NA	NA	NA
20171	LABfi_HUS	pt-fdgxpet	NA	NA	NA
20172	LABfi_HUS	b-primod	NA	NA	NA
20173	LABfi_HUS	s-vuomaie	NA	NA	NA
20174	LABfi_HUS	s-hermyre	NA	NA	NA
20175	LABfi_HUS	s-kli/kni	NA	NA	NA
20176	LABfi_HUS	s-korson	NA	NA	NA
20177	LABfi_HUS	du-kli/kni	NA	NA	NA
20178	LABfi_HUS	du-korsn-v	NA	NA	NA
20179	LABfi_HUS	s-kirsike	NA	NA	NA
2018	LABfi_HUS	pt-ca-r2	NA	NA	NA
20180	LABfi_HUS	u-huum-va	NA	NA	NA
20181	LABfi_HUS	tebi	NA	NA	NA
20183	LABfi_HUS	s-anjovie	NA	NA	NA
20184	LABfi_HUS	s-vikahve	NA	NA	NA
20189	LABfi_HUS	s-hevosee	NA	NA	NA
2019	LABfi	s-ca-ion	mmol/l	3021347	Calcium.ionized [Moles/volume] in Serum or Plasma
2019	LABfi_HUS	fs-ca-ion	NA	3021347	Calcium.ionized [Moles/volume] in Serum or Plasma
20190	LABfi_HUS	s-maxatae	NA	NA	NA
20191	LABfi_HUS	s-alkalae	NA	NA	NA
20192	LABfi_HUS	s-savinae	NA	NA	NA
20194	LABfi_HUS	s-anise	NA	NA	NA
20195	LABfi_HUS	s-meirame	NA	NA	NA
20196	LABfi_HUS	b-trifish	NA	NA	NA
20197	LABfi_HUS	am-trifish	NA	NA	NA
20199	LABfi_HUS	-pgdfish	NA	NA	NA
202	LABfi_TKU	järviruoko	NA	NA	NA
202	LABfi_TMP	erikoismik	NA	NA	NA
2020	LABfi	du-ca-ion	mmol	NA	NA
20200	LABfi_HUS	kestolähet	NA	NA	NA
20201	LABfi_HUS	ts-pad-ih1	NA	NA	NA
20202	LABfi_HUS	ts-pad-ih2	NA	NA	NA
20203	LABfi_HUS	ts-pad-ih3	NA	NA	NA
20204	LABfi_HUS	ts-pad-ih4	NA	NA	NA
20205	LABfi_HUS	b-12srrna	NA	NA	NA
20207	LABfi_HUS	s-lamlihe	NA	NA	NA
20208	LABfi_HUS	s-limete	NA	NA	NA
2021	LABfi	f-campvi	Lomake	3006418	Campylobacter sp identified in Tissue by Organism specific culture
20210	LABfi_HUS	pt-hengpan	NA	NA	NA
20211	LABfi_HUS	s-osterie	NA	NA	NA
20212	LABfi_HUS	s-hiivire	NA	NA	NA
20213	LABfi_HUS	s-hiirepe	NA	NA	NA
20218	LABfi_HUS	s-taskrae	NA	NA	NA
20220	LABfi_HUS	s-pinaate	NA	NA	NA
20221	LABfi_HUS	s-ispaghe	NA	NA	NA
20222	LABfi_HUS	-hsvhe	NA	NA	NA
20223	LABfi_HUS	-cmvhe	NA	NA	NA
20225	LABfi_HUS	-staumec	NA	NA	NA
20226	LABfi_HUS	b-catch22	NA	NA	NA
20227	LABfi_HUS	ts-catch22	NA	NA	NA
20228	LABfi_HUS	b-ws	NA	NA	NA
20229	LABfi_HUS	b-sms	NA	NA	NA
2023	LABfi	pt-a-etco2	Lomake	NA	NA
20230	LABfi_HUS	b-rb1	NA	NA	NA
20231	LABfi_HUS	b-pw/as	NA	NA	NA
20232	LABfi_HUS	b-mds	NA	NA	NA
20233	LABfi_HUS	b-cdcs	NA	NA	NA
20234	LABfi_HUS	b-whs	NA	NA	NA
20235	LABfi_HUS	b-ks	NA	NA	NA
20236	LABfi_HUS	-21trif	NA	NA	NA
20237	LABfi_HUS	-13trif	NA	NA	NA
20238	LABfi_HUS	-18trif	NA	NA	NA
20239	LABfi_HUS	-maalf	NA	NA	NA
2024	LABfi	pt-kapnogr	Lomake	NA	NA
20240	LABfi_HUS	-cenf	NA	NA	NA
20241	LABfi_HUS	-telf	NA	NA	NA
20242	LABfi_HUS	-sryfish	NA	NA	NA
20243	LABfi_HUS	-xyfish	NA	NA	NA
20244	LABfi_HUS	-pgdfrax	NA	NA	NA
20247	LABfi_HUS	s-kanasee	NA	NA	NA
20248	LABfi_HUS	-nt	NA	3005033	Fetal Nuchal fold Thickness US
20249	LABfi_HUS	down-risuh	NA	3043238	Trisomy 21 risk [Likelihood] in Fetus
20250	LABfi_HUS	ts-fip1l1	NA	NA	NA
20251	LABfi_HUS	s-konalbe	NA	NA	NA
20252	LABfi_HUS	s-ovalbue	NA	NA	NA
20253	LABfi_HUS	s-ovomuke	NA	NA	NA
20255	LABfi_HUS	pt-notto-a	NA	NA	NA
20256	LABfi_HUS	s-pelsiee	NA	NA	NA
20259	LABfi_HUS	b-everoli	NA	NA	NA
2026	LABfi	li-karba	umol/l	NA	NA
20261	LABfi_HUS	b-iosca-d	NA	NA	NA
20263	LABfi_HUS	b-twinkle	NA	NA	NA
20264	LABfi_HUS	ts-twinkle	NA	NA	NA
20265	LABfi_HUS	b-myh-d	NA	NA	NA
20266	LABfi_HUS	ts-myh-d	NA	NA	NA
20267	LABfi_HUS	s-fenkole	NA	NA	NA
20268	LABfi_HUS	s-vihpape	NA	NA	NA
20269	LABfi_HUS	s-linssie	NA	NA	NA
2027	LABfi	s-karba	umol/l	3018980	carBAMazepine [Moles/volume] in Serum or Plasma
20270	LABfi_HUS	pt-taksim3	NA	NA	NA
20271	LABfi_HUS	pt-gluk-r	NA	NA	NA
20272	LABfi_HUS	s-hevkase	NA	NA	NA
20273	LABfi_HUS	s-epicoce	NA	NA	NA
20274	LABfi_HUS	s-makrile	NA	NA	NA
20275	LABfi_HUS	s-rk211e	NA	NA	NA
20276	LABfi_HUS	s-ihmköye	NA	NA	NA
20277	LABfi_HUS	s-fx7ryh	NA	NA	NA
20278	LABfi_HUS	p-ig	NA	NA	NA
20279	LABfi_HUS	mb-o2sat	NA	NA	NA
2028	LABfi	pt-eso-pai	Lomake	NA	NA
2028	LABfi_HUS	pt-esopai	NA	NA	NA
20281	LABfi_HUS	vb-o2sat	NA	3024928	Oxygen saturation in Venous blood
20282	LABfi_HUS	s-karpale	NA	NA	NA
20286	LABfi_HUS	s-p/s	NA	NA	NA
20288	LABfi_HUS	s-aspflag	NA	NA	NA
20288	LABfi_TMP	s-aspflag	mg/l	NA	NA
20289	LABfi_HUS	pt-poamb2l	NA	NA	NA
2029	LABfi	pt-eso-ph	Lomake	NA	NA
20290	LABfi_HUS	b-tmd-d	NA	NA	NA
20291	LABfi_HUS	ts-tmd-d	NA	NA	NA
203	LABfi_HUS	ts-pccagtx	NA	NA	NA
203	LABfi_TMP	p-kodak	NA	NA	NA
2030	LABfi	pt-kar-ref	Lomake	NA	NA
20301	LABfi_HUS	s-pholcoe	NA	NA	NA
20302	LABfi_HUS	s-rocuroe	NA	NA	NA
20303	LABfi_HUS	b-polgy-d	NA	NA	NA
20305	LABfi_HUS	ts-minmut	NA	NA	NA
20306	LABfi_HUS	b-minmut	NA	NA	NA
20307	LABfi_HUS	u-canna-y	NA	NA	NA
20308	LABfi_HUS	f-hhb-ox3	NA	NA	NA
20309	LABfi_HUS	u-amyls	NA	NA	NA
2031	LABfi	s-kardab	Titteri	3029634	Reagin Ab [Titer] in Serum by VDRL
20310	LABfi_HUS	u-p/s	NA	NA	NA
20313	LABfi_HUS	s-d3-25oh	NA	NA	NA
20314	LABfi_HUS	-lydifft	NA	NA	NA
20315	LABfi_HUS	s-suxamee	NA	NA	NA
20316	LABfi_HUS	s-morphie	NA	NA	NA
20317	LABfi_HUS	pt-hepy-r	NA	NA	NA
20318	LABfi_HUS	pt-helico	NA	NA	NA
2032	LABfi	u-karni-o	Lomake	NA	NA
20325	LABfi_HUS	pt-sik	NA	NA	NA
20326	LABfi_HUS	s-papuvae	NA	NA	NA
20327	LABfi_HUS	s-oliivie	NA	NA	NA
20328	LABfi_HUS	s-igg-oc	NA	NA	NA
20329	LABfi_HUS	-leivinh	NA	NA	NA
2033	LABfi	fs-karot	umol/l	NA	NA
20330	LABfi_HUS	vb-hbo2	NA	3019230	Fractional oxyhemoglobin in Venous blood
20331	LABfi_HUS	cb-o2sat	NA	3022806	Fractional oxyhemoglobin in Capillary blood
20332	LABfi_HUS	vb-hb	NA	3004119	Hemoglobin [Mass/volume] in Venous blood
20333	LABfi_HUS	mb-hb	NA	NA	NA
20334	LABfi_HUS	zb-hb	NA	3007302	Hemoglobin [Mass/volume] in Mixed venous blood
20335	LABfi_HUS	vb-hb-co	NA	3010517	Carboxyhemoglobin/Hemoglobin.total in Venous blood
20336	LABfi_HUS	mb-hb-co	NA	NA	NA
20337	LABfi_HUS	zb-hb-co	NA	3034030	Carboxyhemoglobin/Hemoglobin.total in Mixed venous blood
20338	LABfi_HUS	vb-hb-met	NA	3024889	Methemoglobin/Hemoglobin.total in Venous blood
20339	LABfi_HUS	mb-hb-met	NA	NA	NA
2034	LABfi	s-cea	ug/l	3003785	Carcinoembryonic Ag [Mass/volume] in Serum or Plasma
20340	LABfi_HUS	zb-hb-met	NA	3031282	Methemoglobin/Hemoglobin.total in Mixed venous blood
20342	LABfi_HUS	mb-hbo2	NA	NA	NA
20343	LABfi_HUS	zb-hbo2	NA	3018465	Oxygen saturation in Mixed venous blood
20344	LABfi_HUS	vb-o2-vol%	NA	3011648	Oxygen content in Venous blood
20345	LABfi_HUS	mb-o2-vol%	NA	NA	NA
20346	LABfi_HUS	zb-o2-vol%	NA	3016846	Oxygen content in Mixed venous blood
20347	LABfi_HUS	-leisnho	NA	NA	NA
20347	LABfi_TMP	-leisnho	lausunto	NA	NA
20348	LABfi_HUS	s-htlvjt	NA	NA	NA
2035	LABfi	fs-gh	mU/l	3046904	Somatotropin [Units/volume] in Serum or Plasma
2035	LABfi_TMP	s-gh	ug/l	NA	NA
20350	LABfi_HUS	s-e222e	NA	NA	NA
20352	LABfi_HUS	pt-eeg-päi	NA	NA	NA
20353	LABfi_HUS	pt-ep-et	NA	NA	NA
20354	LABfi_HUS	pt-baep-l1	NA	NA	NA
20355	LABfi_HUS	pt-enmg-l	NA	NA	NA
20356	LABfi_HUS	pt-eeg-lpä	NA	NA	NA
20357	LABfi_HUS	pt-eeg-mo1	NA	NA	NA
20358	LABfi_HUS	pt-eeg-mo2	NA	NA	NA
20359	LABfi_HUS	pt-eeg-uni	NA	NA	NA
2036	LABfi	s-ghrh	Lomake	NA	NA
20360	LABfi_HUS	pt-eeg-val	NA	NA	NA
20361	LABfi_HUS	pt-eneg-l1	NA	NA	NA
20362	LABfi_HUS	pt-enmg-l2	NA	NA	NA
20363	LABfi_HUS	pt-enmg-l3	NA	NA	NA
20364	LABfi_HUS	pt-iom-l2	NA	NA	NA
20365	LABfi_HUS	pt-sep-l2	NA	NA	NA
20366	LABfi_HUS	pt-sep-l1	NA	NA	NA
20367	LABfi_HUS	pt-vep-lk	NA	NA	NA
20368	LABfi_HUS	pt-vep-lf	NA	NA	NA
2037	LABfi	ts-ghrh	Lomake	NA	NA
20370	LABfi_HUS	pt-eeg-vs	NA	NA	NA
20371	LABfi_HUS	pt-ekg-l12	NA	NA	NA
20372	LABfi_HUS	pt-eeg-pa	NA	NA	NA
20373	LABfi_HUS	pt-sep-let	NA	NA	NA
20374	LABfi_HUS	pt-eegaml1	NA	NA	NA
20375	LABfi_HUS	pt-eegaml2	NA	NA	NA
20376	LABfi_HUS	pt-mslt-l	NA	NA	NA
20379	LABfi_HUS	pt-notto-v	NA	NA	NA
2038	LABfi	s-gh-24h	Lomake	NA	NA
20381	LABfi_HUS	vb-hetoksi	NA	NA	NA
20382	LABfi_HUS	s-hiiseee	NA	NA	NA
20383	LABfi_HUS	s-rotseee	NA	NA	NA
20384	LABfi_HUS	s-parsake	NA	NA	NA
20385	LABfi_HUS	s-fx21ryh	NA	NA	NA
20386	LABfi_HUS	s-kimmyre	NA	NA	NA
20387	LABfi_HUS	s-vihpipe	NA	NA	NA
2039	LABfi	f-katal-o	Lomake	NA	NA
20392	LABfi_HUS	s-tx5ryh	NA	NA	NA
20394	LABfi_HUS	du-nag	NA	NA	NA
20395	LABfi_HUS	s-kamsime	NA	NA	NA
20396	LABfi_HUS	s-simpuke	NA	NA	NA
20397	LABfi_HUS	ts-näyte-p	NA	NA	NA
20398	LABfi_HUS	s-g214e	NA	NA	NA
20399	LABfi_HUS	s-ex2ryh	NA	NA	NA
204	LABfi_HUS	bl-pccagtx	NA	NA	NA
204	LABfi_TMP	cu-prot	NA	NA	NA
2040	LABfi	fs-kendkol	mmol/l	NA	NA
20400	LABfi_HUS	s-katajae	NA	NA	NA
20401	LABfi_HUS	s-aukusie	NA	NA	NA
20402	LABfi_HUS	s-timjame	NA	NA	NA
20403	LABfi_HUS	b-hlab35	NA	NA	NA
20404	LABfi_HUS	b-hladr4	NA	NA	NA
20405	LABfi_HUS	b-hladr2	NA	NA	NA
20406	LABfi_HUS	b-hladr1	NA	NA	NA
20407	LABfi_HUS	b-hladr15	NA	NA	NA
20408	LABfi_HUS	e-rdw	NA	3002385	Erythrocyte distribution width [Ratio]
20409	LABfi_HUS	s-fx24ryh	NA	NA	NA
